CoC Number,CoC Name,CoC Category,"Overall Homeless 2019","Overall Homeless - Under 18 2019","Overall Homeless - Age 18 to 24 2019","Overall Homeless - Over 24 2019","Overall Homeless - Female 2019","Overall Homeless - Male 2019","Overall Homeless - Transgender 2019","Overall Homeless - Gender Non-Conforming 2019","Overall Homeless - Non-Hispanic/Non-Latino, 2019","Overall Homeless - Hispanic/Latino, 2019","Overall Homeless - White, 2019","Overall Homeless - Black or African American, 2019","Overall Homeless - Asian, 2019","Overall Homeless - American Indian or Alaska Native, 2019","Overall Homeless - Native Hawaiian or Other Pacific Islander 2019","Overall Homeless - Multiple Races 2019"
WV-501, Huntington/Cabell Wayne Counties CoC ,Largely Rural CoC,171,7,16,148,71,100,0,0,170,1,144,22,0,0,0,5
WV-503, Charleston/Kanawha Putnam Boone Clay Counties CoC ,Largely Suburban CoC,293,42,14,237,92,201,0,0,290,3,196,96,1,0,0,0
WV-508,West Virginia Balance of State CoC,Largely Rural CoC,797,85,50,662,307,490,0,0,774,23,711,58,2,6,2,18
WY-500,Wyoming Statewide CoC,Largely Rural CoC,548,81,69,398,172,376,0,0,481,67,456,31,0,29,3,29
,Total,, 567715 , 107,069 , 45,629 , 415,017 , 219,911 , 343,187 , 3,255 , 1,362 , 443
,,,,,,,,,,,,,,,,,,
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
 a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However in the companion file Point-in-Time Estimates by State MO-604's data have been split up between MO and KS. ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CoC Number,CoC Name, Overall Homeless 2018 , Overall Homeless - Under 18, 2018 , Overall Homeless - Age 18 to 24, 2018 , Overall Homeless - Over 24, 2018 , Overall Homeless - Female, 2018 , Overall Homeless - Male, 2018 , Overall Homeless - Transgender, 2018 , Overall Homeless - Gender Non-Conforming, 2018 , Overall Homeless - Non-Hispanic/Non-Latino, 2018 
AK-500,Anchorage CoC, 1094 ,169,116,809,452,635,7,0, 1,031 ,63,313,121,19,470,56,115
AK-501,Alaska Balance of State CoC,922,180,75,667,428,494,0,0,883,39,370,35,20,408,20,69,497
AL-500, Birmingham/Jefferson St. Clair Shelby Counties CoC ,901,129,25,747,307,593,1,0,884,17,338,532,1,7,0,23,431
AL-501,Mobile City & County/Baldwin County CoC,551,97,30,424,200,349,2,0,531,20,219,307,1,4,0,20,225
AL-502,Florence/Northwest Alabama CoC,256,65,1,190,138,117,0,1,240,16,169,24,0,0,0,63,128
AL-503,Huntsville/North Alabama CoC,424,56,28,340,170,252,2,0,407,17,242,166,3,3,3,7,283
AL-504,Montgomery City & County CoC,369,70,14,285,157,212,0,0,364,5,103,255,0,2,2,7,173
AL-505,Gadsden/Northeast Alabama CoC,146,26,5,115,50,95,1,0,140,6,91,47,1,2,0,5,74
AL-506,Tuscaloosa City & County CoC,57,12,1,44,28,29,0,0,56,1,20,34,0,0,0,3,35
AL-507,Alabama Balance of State CoC,730,118,53,559,349,378,3,0,718,12,482,239,0,5,0,4,170
AR-500,Little Rock/Central Arkansas CoC, 1081 ,102,62,917,371,709,1,0, 1,057 ,24,446,572,2,11,0,50
AR-501,Fayetteville/Northwest Arkansas CoC,474,103,40,331,205,266,3,0,433,41,369,50,3,17,3,32,107
AR-503,Arkansas  Balance of State  CoC,768,50,94,624,333,434,1,0,757,11,546,209,3,0,1,9,243
AR-504,Delta Hills CoC,57,3,2,52,18,38,0,1,57,0,49,7,0,1,0,0,16
AR-505,Southeast Arkansas CoC,101,41,2,58,72,29,0,0,101,0,53,48,0,0,0,0,85
AR-508,Fort Smith CoC,231,10,13,208,114,117,0,0,227,4,184,30,4,7,0,6,147
AZ-500,Arizona Balance of State CoC, 2187 ,363,139, 1,685 ,752, 1,415 ,5,15, 1,761 ,426, 1,509 ,99,3
AZ-501,Tucson/Pima County CoC, 1380 ,179,133, 1,068 ,453,916,10,1,973,407, 1,036 ,158,6,99,9
AZ-502, Phoenix Mesa/Maricopa County CoC , 6,298 , 1,138 ,508, 4,652 , 2,255 , 4,023 ,19,1, 4,856 , 1,442 
CA-500,San Jose/Santa Clara City & County CoC, 7254 , 1,088 , 2,077 , 4,089 , 2,353 , 4,878 ,20,3, 4,056 , 3,198 
CA-501,San Francisco CoC, 6857 ,477, 1,353 , 5,027 , 1,929 , 4,865 ,60,3, 5,244 , 1,613 , 2
CA-502, Oakland Berkeley/Alameda County CoC , 5,496 ,479,930, 4,087 , 2,241 , 3,191 ,51,13, 4,567 ,929, 1,630 
CA-503,Sacramento City & County CoC, 3621 ,329,270, 3,022 , 1,154 , 2,415 ,5,47, 2,944 ,677, 1,800 , 1
CA-504, Santa Rosa Petaluma/Sonoma County CoC , 2,996 ,226,490, 2,280 , 1,157 , 1,746 ,55,38, 2,172 ,824, 1,844 
CA-505,Richmond/Contra Costa County CoC, 2234 ,168,148, 1,918 ,860, 1,370 ,4,0, 1,869 ,365, 1,140 ,712,44
CA-506, Salinas/Monterey San Benito Counties CoC , 3,299 ,524,493, 2,282 , 1,159 , 2,134 ,6,0,978, 2,321 , 2,524 
CA-507,Marin County CoC, 1095 ,115,128,852,342,747,6,0,890,205,681,199,9,25,5,176,237
CA-508,Watsonville/Santa Cruz City & County CoC, 2320 ,393,477, 1,450 ,618, 1,697 ,5,0, 1,547 ,773, 1,366 ,172,15
CA-509,Mendocino County CoC,880,33,18,829,304,575,1,0,793,87,656,11,0,110,25,78,94
CA-510, Turlock Modesto/Stanislaus County CoC , 1,356 ,168,97, 1,091 ,470,879,5,2,736,620, 1,053 ,141,13,77
CA-511,Stockton/San Joaquin County CoC, 1685 ,389,95, 1,201 ,685,998,2,0, 1,188 ,497, 1,026 ,465,32,39
CA-512,Daly/San Mateo County CoC, 1238 ,268,39,931,448,786,4,0,791,447,843,188,32,65,58,52,258
CA-513, Visalia/Kings Tulare Counties CoC ,967,98,81,788,382,584,1,0,550,417,786,91,13,53,7,17,158
CA-514,Fresno City & County/Madera County CoC, 2144 ,173,100, 1,871 ,713, 1,429 ,2,0, 1,183 ,961, 1,345 ,422,93
CA-515, Roseville Rocklin/Placer County CoC ,950,108,66,776,336,608,0,6,815,135,748,54,11,60,14,63,367
CA-516, Redding/Shasta Siskiyou Lassen Plumas Del Norte Modoc Sierra Counties CoC , 1,149 ,132,51,966,412,731,4,2, 1,070 ,79,948,42,13,68,20
CA-517,Napa City & County CoC,322,29,16,277,100,219,0,3,211,111,271,14,1,17,7,12,122
CA-518,Vallejo/Solano County CoC, 1129 ,65,211,853,332,796,1,0,879,250,506,369,15,29,28,182,144
CA-519, Chico Paradise/Butte County CoC , 1,125 ,115,64,946,406,716,1,2, 1,008 ,117,882,28,7,59,18
CA-520,Merced City & County CoC,514,31,38,445,154,360,0,0,349,165,365,79,8,16,4,42,104
CA-521, Davis Woodland/Yolo County CoC ,448,79,38,331,206,225,4,13,343,105,310,87,1,23,4,23,179
CA-522,Humboldt County CoC,703,67,61,575,209,483,2,9,647,56,532,26,2,87,4,52,188
CA-523, Colusa Glenn Trinity Counties CoC ,268,64,8,196,119,149,0,0,215,53,248,5,1,7,2,5,66
CA-524,Yuba City & County/Sutter County CoC,765,176,55,534,382,344,2,37,597,168,549,59,7,23,7,120,292
CA-525,El Dorado County CoC,645,114,37,494,251,394,0,0,620,25,559,25,2,17,1,41,111
CA-526, Amador Calaveras Mariposa Tuolumne Counties CoC ,398,72,47,279,185,209,0,4,357,41,331,11,0,13,1,42,103
CA-527,Tehama County CoC,125,12,5,108,55,70,0,0,106,19,110,1,0,7,0,7,55
CA-529,Lake County CoC,615,42,34,539,221,391,3,0,442,173,476,16,0,58,0,65,12
CA-530, Alpine Inyo Mono Counties CoC ,157,8,10,139,52,105,0,0,151,6,137,3,0,17,0,0,1
CA-600,Los Angeles City & County CoC, 49955 , 4,731 , 2,955 , 42,269 , 15,379 , 33,484 ,919,173, 32,415 , 17,540 
CA-601,San Diego City and County CoC, 8576 , 1,014 ,892, 6,670 , 2,761 , 5,747 ,33,35, 6,218 , 2,358 , 5
CA-602, Santa Ana Anaheim/Orange County CoC , 4,955 ,722,216, 4,017 , 1,575 , 3,370 ,5,5, 3,123 , 1,832 , 3
CA-603,Santa Maria/Santa Barbara County CoC, 1706 ,247,126, 1,333 ,638, 1,064 ,2,2, 1,069 ,637, 1,423 ,113,16
CA-604,Bakersfield/Kern County CoC,885,107,70,708,275,608,2,0,627,258,640,172,4,31,10,28,394
CA-606,Long Beach CoC, 1873 ,123,88, 1,662 ,543, 1,320 ,8,2, 1,407 ,466, 1,035 ,604,52
CA-607,Pasadena CoC,677,59,44,574,199,476,1,1,490,187,321,236,9,24,16,71,177
CA-608,Riverside City & County CoC, 2316 ,151,244, 1,921 ,776, 1,521 ,13,6, 1,513 ,803, 1,575 ,452,32
CA-609,San Bernardino City & County CoC, 2118 ,353,159, 1,606 ,777, 1,329 ,10,2, 1,475 ,643, 1,296 ,508,11
CA-611, Oxnard San Buenaventura/Ventura County CoC , 1,308 ,118,51, 1,139 ,446,855,2,5,815,493, 1,122 ,65,12,28
CA-612,Glendale CoC,260,61,11,188,103,156,1,0,157,103,163,46,5,5,4,37,52
CA-613,Imperial County CoC, 1493 ,119,98, 1,276 ,441, 1,034 ,12,6, 1,002 ,491, 1,299 ,53,12
CA-614,San Luis Obispo County CoC, 1095 ,89,187,819,343,752,0,0,896,199,867,68,16,78,11,55,248
CO-500,Colorado Balance of State CoC, 3989 ,829,330, 2,830 , 1,626 , 2,351 ,7,5, 2,617 , 1,372 , 3,412 
CO-503,Metropolitan Denver CoC, 5317 ,827,338, 4,152 , 1,704 , 3,580 ,18,15, 4,054 , 1,263 , 3,251 
CO-504,Colorado Springs/El Paso County CoC, 1551 ,231,140, 1,180 ,550,995,3,3, 1,349 ,202, 1,151 ,229,17,55
CT-503, Bridgeport Stamford Norwalk Danbury/Fairfield County CoC ,864,207,71,586,352,509,3,0,528,336,436,370,5,5,1,47,589
CT-505,Connecticut Balance of State CoC, 3112 ,760,183, 2,169 , 1,307 , 1,801 ,4,0, 2,087 , 1,025 , 1,720 
DC-500,District of Columbia CoC, 6904 , 1,933 ,639, 4,332 , 2,960 , 3,903 ,33,8, 6,577 ,327,478, 6
DE-500,Delaware Statewide CoC, 1082 ,227,78,777,490,591,0,1, 1,012 ,70,406,616,6,12,2,40
FL-500, Sarasota Bradenton/Manatee Sarasota Counties CoC , 1,192 ,160,65,967,430,759,3,0, 1,040 ,152,846,262,3,25,2
FL-501,Tampa/Hillsborough County CoC, 1795 ,367,95, 1,333 ,704, 1,085 ,5,1, 1,498 ,297,880,866,5,31
FL-502, St. Petersburg Clearwater Largo/Pinellas County CoC , 2,612 ,264,129, 2,219 ,826, 1,781 ,5,0, 2,382 ,230, 1,623 ,858
FL-503, Lakeland Winterhaven/Polk County CoC ,552,133,32,387,217,333,2,0,470,82,323,195,0,9,0,25,194
FL-504, Deltona Daytona Beach/Volusia Flagler Counties CoC ,683,127,38,518,273,409,1,0,633,50,448,183,2,9,1,40,87
FL-505, Fort Walton Beach/Okaloosa Walton Counties CoC ,495,86,24,385,212,283,0,0,468,27,334,106,4,7,2,42,53
FL-506,Tallahassee/Leon County CoC,909,188,57,664,340,566,3,0,861,48,310,545,8,8,7,31,677
FL-507, Orlando/Orange Osceola Seminole Counties CoC , 2,053 ,468,163, 1,422 ,729, 1,320 ,3,1, 1,661 ,392,865, 1,035 
FL-508, Gainesville/Alachua Putnam Counties CoC ,756,103,17,636,236,516,4,0,707,49,436,285,0,8,1,26,272
FL-509, Fort Pierce/St. Lucie Indian River Martin Counties CoC , 1,542 ,483,46, 1,013 ,642,900,0,0, 1,409 ,133,962,504,3,7
FL-510, Jacksonville-Duval Clay Counties CoC , 1,794 ,254,132, 1,408 ,633, 1,149 ,9,3, 1,701 ,93,756,918,7
FL-511, Pensacola/Escambia Santa Rosa Counties CoC ,632,111,35,486,188,444,0,0,608,24,337,213,5,6,3,68,236
FL-512,St. Johns County CoC,342,81,30,231,143,198,1,0,327,15,222,92,2,9,0,17,101
FL-513, Palm Bay Melbourne/Brevard County CoC ,734,192,38,504,229,504,1,0,686,48,523,159,5,2,3,42,61
FL-514,Ocala/Marion County CoC,572,91,38,443,214,358,0,0,531,41,389,158,1,3,0,21,168
FL-515, Panama City/Bay Jackson Counties CoC ,381,48,33,300,164,216,1,0,357,24,297,62,1,14,3,4,39
FL-517, Hendry Hardee Highlands Counties CoC ,453,135,38,280,200,253,0,0,330,123,261,191,1,0,0,0,21
FL-518, Columbia Hamilton Lafayette Suwannee Counties CoC ,493,70,48,375,158,333,2,0,468,25,267,197,1,2,0,26,57
FL-519,Pasco County CoC, 2668 ,590,782, 1,296 ,940, 1,657 ,12,59, 2,186 ,482, 2,220 ,327,11
FL-520, Citrus Hernando Lake Sumter Counties CoC ,711,157,57,497,320,391,0,0,642,69,559,128,1,5,0,18,324
FL-600,Miami-Dade County CoC, 3516 ,758,182, 2,576 , 1,134 , 2,373 ,9,0, 2,339 , 1,177 , 1,405 
FL-601,Ft Lauderdale/Broward County CoC, 2318 ,303,171, 1,844 ,718, 1,588 ,12,0, 2,091 ,227,898, 1,361 ,13
FL-602,Punta Gorda/Charlotte County CoC,164,23,5,136,53,110,0,1,161,3,137,17,0,4,0,6,59
FL-603, Ft Myers Cape Coral/Lee County CoC ,728,192,22,514,341,387,0,0,621,107,477,245,0,2,1,3,477
FL-604,Monroe County CoC,973,133,10,830,347,626,0,0,843,130,874,55,5,7,1,31,660
FL-605,West Palm Beach/Palm Beach County CoC, 1309 ,224,84, 1,001 ,437,872,0,0, 1,191 ,118,588,689,9,5,5
FL-606,Naples/Collier County CoC,653,130,0,523,264,388,1,0,483,170,506,95,3,8,7,34,238
GA-500,Atlanta CoC, 3076 ,359,187, 2,530 ,897, 2,154 ,22,3, 2,989 ,87,282, 2,632 ,11
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
GA-501,Georgia Balance of State CoC, 3730 ,850,253, 2,627 , 1,777 , 1,944 ,9,0, 3,592 ,138, 1,551 , 2
GA-502,Fulton County CoC,222,82,15,125,111,111,0,0,222,0,15,207,0,0,0,0,71
GA-503,Athens-Clarke County CoC,212,55,11,146,92,120,0,0,202,10,75,121,0,3,2,11,166
GA-504,Augusta-Richmond County CoC,269,19,13,237,112,156,1,0,261,8,86,169,1,1,2,10,172
GA-505,Columbus-Muscogee CoC,276,30,17,229,114,159,1,2,269,7,101,144,0,6,0,25,173
GA-506,Marietta/Cobb County CoC,384,88,25,271,177,207,0,0,359,25,151,214,3,2,1,13,146
GA-507,Savannah/Chatham County CoC, 1009 ,88,77,844,307,702,0,0,990,19,491,514,2,1,0,1,241
GA-508,DeKalb County CoC,321,102,12,207,155,166,0,0,316,5,52,266,0,0,0,3,91
GU-500,Guam CoC,854,361,76,417,399,455,0,0,804,50,11,8,20,1,788,26,124
HI-500,Hawaii Balance of State CoC, 2035 ,457,128, 1,450 ,857, 1,171 ,4,3, 1,733 ,302,669,44,93,33
HI-501,Honolulu City and County CoC, 4495 ,909,242, 3,344 , 1,816 , 2,656 ,19,4, 3,825 ,670,858,170,486
IA-500, Sioux City/Dakota Woodbury Counties CoC ,264,61,15,188,102,162,0,0,227,37,141,40,3,63,4,13,189
IA-501,Iowa Balance of State CoC, 1721 ,525,182, 1,014 ,786,931,4,0, 1,596 ,125, 1,093 ,488,5,18
IA-502,Des Moines/Polk County CoC,764,98,85,581,248,513,2,1,688,76,519,185,6,9,2,43,450
ID-500,Boise/Ada County CoC,756,99,35,622,225,530,1,0,658,98,629,39,5,22,11,50,517
ID-501,Idaho Balance of State CoC, 1256 ,339,122,795,588,667,1,0, 1,044 ,212, 1,046 ,18,2,81,11
IL-500,McHenry County CoC,179,33,15,131,78,101,0,0,172,7,142,34,0,1,0,2,87
IL-501, Rockford/DeKalb Winnebago Boone Counties CoC ,356,90,49,217,163,192,1,0,317,39,159,157,3,5,0,32,209
IL-502, Waukegan North Chicago/Lake County CoC ,277,63,19,195,129,146,2,0,222,55,128,138,1,1,0,9,165
IL-503, Champaign Urbana Rantoul/Champaign County CoC ,188,45,15,128,72,116,0,0,187,1,73,107,0,0,0,8,109
IL-504,Madison County CoC,146,40,5,101,86,60,0,0,133,13,68,68,0,2,0,8,95
IL-506, Joliet Bolingbrook/Will County CoC ,341,109,22,210,144,197,0,0,312,29,148,186,3,1,0,3,167
IL-507, Peoria Pekin/Fulton Tazewell Peoria Woodford Counties CoC ,400,104,17,279,184,216,0,0,380,20,219,145,6,3,3,24,291
IL-508, East St. Louis Belleville/St. Clair County CoC ,250,86,18,146,127,121,0,2,248,2,68,177,1,0,2,2,55
IL-510,Chicago CoC, 5450 , 1,213 ,458, 3,779 , 2,038 , 3,387 ,14,11, 4,761 ,689, 1,248 
IL-511,Cook County CoC,873,199,91,583,383,490,0,0,753,120,393,443,13,1,2,21,511
IL-512,Bloomington/Central Illinois CoC,387,105,66,216,195,191,1,0,380,7,154,222,0,0,0,11,285
IL-513,Springfield/Sangamon County CoC,271,49,16,206,99,171,1,0,265,6,129,116,1,3,0,22,176
IL-514,DuPage County CoC,295,81,58,156,142,149,3,1,271,24,134,145,8,1,0,7,168
IL-515,South Central Illinois CoC,92,29,3,60,62,30,0,0,78,14,77,14,0,0,0,1,49
IL-516,Decatur/Macon County CoC,161,38,14,109,63,98,0,0,160,1,63,88,0,0,0,10,87
IL-517, Aurora Elgin/Kane County CoC ,430,73,26,331,151,278,1,0,320,110,262,149,4,2,0,13,337
IL-518, Rock Island Moline/Northwestern Illinois CoC ,198,37,28,133,75,121,2,0,178,20,135,56,0,0,0,7,143
IL-519,West Central Illinois CoC,67,30,7,30,39,28,0,0,61,6,39,22,0,0,0,6,46
IL-520,Southern Illinois CoC,282,81,31,170,146,134,2,0,270,12,215,55,0,0,1,11,156
IN-502,Indiana Balance of State CoC, 3576 ,730,241, 2,605 , 1,558 , 2,010 ,6,2, 3,418 ,158, 2,533 ,893
IN-503,Indianapolis CoC, 1682 ,251,91, 1,340 ,580, 1,093 ,9,0, 1,608 ,74,679,946,13,9
KS-502,Wichita/Sedgwick County CoC,573,109,51,413,177,395,1,0,500,73,325,198,5,14,4,27,393
KS-503,Topeka/Shawnee County CoC,408,80,23,305,140,268,0,0,367,41,277,65,1,20,1,44,287
KS-505, Overland Park Shawnee/Johnson County CoC ,168,68,10,90,99,69,0,0,155,13,100,49,4,0,2,13,92
KS-507,Kansas Balance of State CoC,918,214,73,631,379,530,1,8,801,117,638,126,2,52,10,90,499
KY-500,Kentucky Balance of State CoC, 2077 ,390,164, 1,523 ,892, 1,180 ,2,3, 2,006 ,71, 1,711 ,237,8
KY-501,Louisville-Jefferson County CoC,926,159,62,705,300,621,5,0,887,39,424,425,0,9,0,68,555
KY-502,Lexington-Fayette County CoC,685,67,22,596,210,473,2,0,653,32,481,173,4,4,1,22,610
LA-500,Lafayette/Acadiana CoC,363,55,17,291,108,255,0,0,351,12,147,197,2,7,0,10,120
LA-502, Shreveport Bossier/Northwest Louisiana CoC ,375,72,21,282,123,250,2,0,364,11,122,242,1,1,1,8,256
LA-503,New Orleans/Jefferson Parish CoC, 1188 ,84,112,992,291,887,6,4, 1,150 ,38,428,735,6,13,5,1
LA-505,Monroe/Northeast Louisiana CoC,187,77,18,92,109,78,0,0,186,1,60,124,0,1,0,2,54
LA-506,Slidell/Southeast Louisiana CoC,194,13,11,170,42,151,1,0,182,12,129,51,0,1,1,12,34
LA-507,Alexandria/Central Louisiana CoC,177,16,4,157,68,109,0,0,175,2,103,71,0,0,0,3,70
LA-509,Louisiana Balance of State CoC,575,54,36,485,160,412,3,0,565,10,244,306,4,1,1,19,239
MA-500,Boston CoC, 6188 , 2,165 ,506, 3,517 , 2,940 , 3,226 ,13,9, 3,998 , 2,190 , 2
MA-502,Lynn CoC, 1061 ,429,72,560,590,457,14,0,999,62,775,193,8,1,2,82,958
MA-503,Cape Cod Islands CoC,358,103,35,220,175,183,0,0,311,47,264,61,5,13,1,14,277
MA-504,Springfield/Hampden County CoC, 3368 , 1,669 ,291, 1,408 , 1,872 , 1,496 ,0,0,940, 2,428 , 2,603 
MA-505,New Bedford CoC,409,116,36,257,204,205,0,0,299,110,241,112,0,5,3,48,262
MA-506,Worcester City & County CoC, 1852 ,669,173, 1,010 ,869,978,3,2,985,867, 1,347 ,459,17,4,2
MA-507, Pittsfield/Berkshire Franklin Hampshire Counties CoC ,651,140,31,480,252,397,2,0,454,197,528,102,2,3,2,14,399
MA-508,Lowell CoC,783,356,49,378,385,397,1,0,469,314,590,165,12,1,0,15,689
MA-509,Cambridge CoC,561,84,62,415,181,375,3,2,457,104,335,200,5,4,0,17,340
MA-510, Gloucester Haverhill Salem/Essex County CoC ,732,290,46,396,371,360,1,0,524,208,480,216,16,2,1,17,623
MA-511, Quincy Brockton Weymouth Plymouth City and County CoC , 1,090 ,437,93,560,570,520,0,0,859,231,559,520,3,3,1,4
MA-515,Fall River CoC,377,171,24,182,194,183,0,0,242,135,223,142,0,1,1,10,330
MA-516,Massachusetts Balance of State CoC, 2296 ,934,230, 1,132 , 1,218 , 1,076 ,2,0, 1,125 , 1,171 , 1,417 
MA-517,Somerville CoC,134,20,11,103,83,50,1,0,107,27,77,55,1,0,0,1,80
MA-519, Attleboro Taunton/Bristol County CoC ,208,77,15,116,97,111,0,0,167,41,140,63,1,0,1,3,144
MD-500,Cumberland/Allegany County CoC,79,24,5,50,38,41,0,0,78,1,70,9,0,0,0,0,30
MD-501,Baltimore CoC, 2508 ,257,110, 2,141 ,688, 1,816 ,4,0, 2,450 ,58,698, 1,741 ,9
MD-502,Harford County CoC,190,58,13,119,90,99,1,0,174,16,97,89,0,0,0,4,108
MD-503,Annapolis/Anne Arundel County CoC,366,62,15,289,132,233,1,0,348,18,196,141,4,1,0,24,263
MD-504,Howard County CoC,168,51,9,108,77,91,0,0,155,13,72,80,4,1,0,11,101
MD-505,Baltimore County CoC,758,210,38,510,337,419,2,0,746,12,268,464,2,7,2,15,421
MD-506,Carroll County CoC,173,40,16,117,79,94,0,0,167,6,125,35,0,3,1,9,82
MD-507,Cecil County CoC,129,23,4,102,38,90,1,0,128,1,90,33,1,0,0,5,4
MD-508, Charles Calvert St.Mary's Counties CoC ,492,122,39,331,222,261,9,0,485,7,157,311,0,2,4,18,161
MD-509,Frederick City & County CoC,316,62,24,230,83,233,0,0,272,44,174,107,3,11,2,19,119
MD-510,Garrett County CoC,15,4,0,11,13,2,0,0,15,0,14,1,0,0,0,0,7
MD-511,Mid-Shore Regional CoC,141,40,9,92,64,76,1,0,139,2,68,64,0,0,0,9,83
MD-512,Hagerstown/Washington County CoC,199,28,12,159,74,125,0,0,193,6,150,46,1,1,0,1,113
MD-513, Wicomico Somerset Worcester Counties CoC ,292,60,18,214,116,176,0,0,288,4,127,159,0,1,0,5,228
MD-600,Prince George's County CoC,478,178,42,258,236,239,3,0,444,34,42,393,1,1,1,40,227
MD-601,Montgomery County CoC,840,180,43,617,356,481,1,2,674,166,254,493,16,6,11,60,531
ME-500,Maine Statewide CoC, 2516 ,654,184, 1,678 , 1,174 , 1,329 ,9,4, 2,406 ,110, 2,041 ,293
MI-500,Michigan Balance of State CoC, 1343 ,420,148,775,658,683,2,0, 1,261 ,82, 1,099 ,123,1,39,2
MI-501,Detroit CoC, 1769 ,336,172, 1,261 ,609, 1,156 ,3,1, 1,739 ,30,175, 1,554 ,0
MI-502, Dearborn Dearborn Heights Westland/Wayne County CoC ,211,93,5,113,104,107,0,0,211,0,80,112,3,4,1,11,142
MI-503, St. Clair Shores Warren/Macomb County CoC ,270,57,18,195,118,152,0,0,263,7,144,114,2,0,0,10,216
MI-504, Pontiac Royal Oak/Oakland County CoC ,427,101,38,288,184,243,0,0,418,9,124,288,3,0,0,12,260
MI-505,Flint/Genesee County CoC,438,126,32,280,177,261,0,0,407,31,114,252,0,7,1,64,321
MI-506, Grand Rapids Wyoming/Kent County CoC ,723,194,47,482,304,419,0,0,639,84,327,344,9,5,4,34,517
MI-507, Portage Kalamazoo City & County CoC ,567,149,48,370,252,315,0,0,522,45,177,354,0,4,0,32,446
MI-508, Lansing East Lansing/Ingham County CoC ,419,88,35,296,165,253,1,0,366,53,188,189,0,3,0,39,340
MI-509,Washtenaw County CoC,282,48,29,205,96,184,2,0,272,10,118,133,0,7,0,24,210
MI-510,Saginaw City & County CoC,357,145,36,176,195,161,1,0,336,21,130,206,0,1,0,20,183
MI-511,Lenawee County CoC,117,40,14,63,58,59,0,0,104,13,80,24,0,2,0,11,79
MI-512, Grand Traverse Antrim Leelanau Counties CoC ,235,46,17,172,78,156,0,1,227,8,200,8,0,15,2,10,197
MI-513, Marquette Alger Counties CoC ,70,24,6,40,32,38,0,0,69,1,69,0,0,1,0,0,40
MI-514,Battle Creek/Calhoun County CoC,236,45,12,179,64,172,0,0,228,8,130,82,0,1,0,23,126
MI-515,Monroe City & County CoC,209,55,26,128,99,110,0,0,201,8,139,53,2,1,1,13,128
MI-516, Norton Shores Muskegon City & County CoC ,159,32,20,107,57,102,0,0,151,8,72,72,2,1,0,12,114
CoC Number,CoC Name,CoC Category, Overall Homeless 2019 , Overall Homeless - Under 18, 2019 , Overall Homeless - Age 18 to 24, 2019 , Overall Homeless - Over 24, 2019 , Overall Homeless - Female, 2019 , Overall Homeless - Male, 2019 , Overall Homeless - Transgender, 2019 , Overall Homeless - Gender Non-Conforming, 2019 , Overall Homeless - Non-Hispanic/Non-Latino
MI-517,Jackson City & County CoC,81,10,4,67,41,40,0,0,81,0,45,29,0,1,0,6,72
MI-518,Livingston County CoC,90,30,14,46,49,40,1,0,88,2,80,5,0,0,0,5,34
MI-519,Holland/Ottawa County CoC,226,61,19,146,95,131,0,0,182,44,185,24,5,5,1,6,139
MI-523,Eaton County CoC,122,73,9,40,63,59,0,0,112,10,99,14,0,0,0,9,40
MN-500,Minneapolis/Hennepin County CoC, 3013 ,977,244, 1,792 , 1,284 , 1,715 ,10,4, 2,830 ,183,669, 1,816 
MN-501,Saint Paul/Ramsey County CoC, 1424 ,378,146,900,577,845,1,1, 1,309 ,115,388,828,51,48,6,103
MN-502,Rochester/Southeast Minnesota CoC,497,174,117,206,287,209,1,0,404,93,297,134,8,10,2,46,193
MN-503, Dakota Anoka Washington Scott Carver Counties ,625,184,86,355,314,311,0,0,584,41,388,155,5,26,3,48,322
MN-504,Northeast Minnesota CoC,90,18,11,61,42,48,0,0,88,2,74,2,0,13,0,1,24
MN-505,St. Cloud/Central Minnesota CoC,584,181,119,284,306,274,3,1,563,21,322,83,4,146,1,28,226
MN-506,Northwest Minnesota CoC,274,105,52,117,142,132,0,0,256,18,134,3,0,112,2,23,91
MN-508,Moorhead/West Central Minnesota CoC,246,88,28,130,116,130,0,0,201,45,135,32,1,52,4,22,121
MN-509,Duluth/St.Louis County CoC,425,126,68,231,180,242,0,3,411,14,238,79,4,61,6,37,118
MN-511,Southwest Minnesota CoC,65,23,19,23,30,35,0,0,49,16,53,9,0,1,0,2,29
